X,Y,Class
-0.7837129122747651,-0.6726520237922928,0
-0.6225821738449154,0.8026309329150298,0
-0.9254139269273423,0.3910086041609357,0
0.09749558127482469,0.794874947635114,1
-0.660991605151352,0.4142724658083769,1
-0.8116133791983645,-0.5479242049088576,0
0.43496595909557245,-0.819855383225622,0
0.22180805135287388,-0.7586226529253681,1
-0.08884704823542187,0.8279922109525708,1
0.8893257118199004,0.4680722986450438,0
-0.729526037314026,-0.8077765345286745,0
0.4176760442126453,0.6943079727115745,1
-0.7457535522810071,0.32383365526329744,1
-0.254577370898886,-0.8520034259854923,1
0.3923253079941179,-0.6993833288689549,1
-0.830228552981909,0.024965159951124312,1
0.4336894473310394,0.5516484236487097,1
-0.7782610913779228,-0.6089932139216332,0
0.4415500606831492,0.7189468784847417,1
0.7685777173174962,0.6453612490539702,0
-0.8059761859651605,-0.06106926840685816,1
0.9223047431605129,-0.3969188398163441,0
-0.04015637841280523,-0.9534371058488053,0
-0.581307623750156,0.6452366449520986,1
-0.9835486916693127,-0.092684255093111,0
0.9216626847987497,-0.45192798525097355,0
-0.3404810857815619,-0.6276597498643058,1
0.9635827598427704,-0.24689470151424536,0
0.2505994248586544,-1.0330337912134648,0
-0.01882893406523286,-1.0276991600894358,0
-0.20974482487887042,0.7922560186840774,1
-0.36480650918692453,0.6194993893855314,1
0.27299115956674713,-0.8538167496491171,1
0.8493509195555328,-0.2664694151911601,1
-0.2888200701370362,-0.7445829673536726,1
-0.70395728639652,-0.2577324471618329,1
0.7179956695866954,0.09416032003935115,1
-0.4418752074587629,-0.7291071418564217,1
-0.008827084504289304,-0.8089878765639221,1
0.2536525462327689,0.9174094548905801,0
0.0830009084035915,1.0018758941249941,0
-0.9706243882405688,-0.09329881289364506,0
0.08864217904227714,-0.7569847003001764,1
-0.8162922941663454,-0.5660012140356815,0
-0.713237498146578,-0.021545448690319685,1
0.3050062853156964,-0.7654187469423123,1
-0.7610905767583862,0.6572427877582226,0
0.871033005564941,-0.3856477721203293,0
-1.0068859048194665,0.1777150122127068,0
-0.31472691343559883,0.9386045376963283,0
-0.6740145535269833,0.3828814026157947,1
-0.6937163138158592,-0.35022472450180114,1
-0.28104612127078726,-0.7888276557262914,1
0.316653853631375,0.8135053869246812,1
0.7171339597206235,0.4707279258489663,1
0.7161192761388454,-0.2620257734115632,1
0.21348426930573106,-0.782035695454386,1
-0.43567597738360275,-0.9796323428903954,0
-0.0902226616614589,0.9088898406645631,0
-0.4470531253566115,0.6456406965597893,1
-0.7907569448805044,0.20329879373961376,1
-1.0060820330629807,0.2359356813168486,0
-0.716117630392286,0.28605094146469345,1
0.630660843129361,-0.6467618038974929,0
0.5799430430059006,-0.39816497752899416,1
-0.13840191127142226,-0.7274383164171512,1
0.5110005608835796,-0.6988055115550451,1
-0.565731739189581,0.7873045196233981,0
0.8283927985816513,-0.05235508457716648,1
-0.518223189765278,-0.60411303059259,1
-0.09839177751480761,-0.9285121038916525,0
0.7899856066797308,0.08632551871956141,1
0.4996025309521413,-0.579368456059322,1
-0.4581369000505594,-0.5789198129853557,1
-0.958306607765534,0.3596932738130989,0
1.0354372781195595,0.23333056926014478,0
-0.9848613806008136,0.0794051800175474,0
0.9392140989646796,-0.2855450955220719,0
0.7658439671848889,-0.15457828045107086,1
0.793341904453429,0.5610055942875986,0
0.21882942075006057,-1.0070334762002346,0
0.7477833690143405,0.7528953739372353,0
-0.7797829136504681,-0.12506043095662756,1
0.5151511315276458,0.6111070653252668,1
0.11043904497928306,-0.9376775691221899,0
-0.3650993026789696,-0.9053058842739431,0
-0.13288143263463856,-0.7493765352879234,1
-1.040359902719526,0.030653242807815916,0
0.5680255771412892,-0.5561877918902597,1
0.3258905313281121,-0.6824287332707569,1
-1.0071449374980601,0.3957586820119055,0
-0.37349900963320215,0.8982264503756635,0
-0.987605225601875,0.32991782760528493,0
-0.6345733568846069,0.4005927234986887,1
0.3545318024732361,0.8878974179848839,0
0.8765892927749666,0.6011117171991597,0
0.8462505242548674,0.09459282087628004,1
-0.3207931038954263,0.6557611613769011,1
-0.8764517840230994,0.4990011382764615,0
-0.6836189576000167,0.2055895342530238,1
-0.5773755725537045,-0.8157442821582273,0
-0.7731645621097502,-0.2688989894373386,1
-0.27069286839774687,0.9996396315118304,0
0.16570650597490488,-0.8579623777304437,1
-0.674721430441457,0.7022494302972068,0
0.9833592187398681,0.1907162112836572,0
-0.1066112724096948,0.7836496848618092,1
-0.7036300744351772,-0.1808844645077426,1
-0.5413609537461429,0.5383293066429863,1
0.23407267059763198,0.8031685036467503,1
-1.0193990634798737,0.24481992677793304,0
0.4922833955221035,-0.9012831367758228,0
-0.8033632920727053,0.5320510998726847,0
-0.010431845197495848,-0.7820636744370044,1
0.5321015503762038,0.9407671197851415,0
0.7532030559129375,-0.5515002686386893,0
0.0013971199463227724,-1.036647532488459,0
0.660154274979567,0.8481889457967177,0
0.11310499734192081,0.9642343211142379,0
-0.4986186672935938,0.5922693797833427,1
0.670145583269675,0.277729553485729,1
-1.0543292672852522,-0.29245439417214997,0
0.9944209482397173,-0.4044083243458779,0
-0.29919724732469466,0.795342962084038,1
-0.3366212372602043,-0.6945520758664835,1
0.3937988291303933,0.991871835484302,0
0.3995999521887059,0.6636229548839563,1
0.798992741303552,-0.28217150008214353,1
0.6445102928424157,0.5589548515037343,1
-0.6573872194188398,-0.5146431548284677,1
-0.20370990062059058,0.937284072543223,0
-0.5196378123253678,-0.8830678912923872,0
1.037922273519183,-0.11648881251067425,0
-0.8337556306406243,-0.011878109372373519,1
-0.7315418268257317,-0.21335021124723133,1
0.8473404768837227,0.23838139172486408,1
-0.43625460282141365,0.6868860738138729,1
0.9147209358839165,0.352834393002058,0
0.6998579001796879,-0.7056392714406736,0
0.775622659681965,-0.12160074484257462,1
-0.49003464933972135,-0.661589992411328,1
1.042414701893878,0.11190283194759124,0
0.5152097341464497,-0.7269942279315302,1
0.11360838219697435,0.7686452917519212,1
0.9266247845657305,0.12082055303081721,0
0.06839515188279649,0.8971625433057546,0
-0.7182847429240161,0.13345456163622174,1
0.9844848865925251,0.29700171910212314,0
-0.22616041824039507,0.7493535047705233,1
-0.5411272452571524,0.5693022911975052,1
-0.9020236887386862,0.21918913865331036,0
0.8008214668761567,-0.31754289608272346,1
0.8097343837345522,-0.1375066755258329,1
0.5445992997214074,0.6292552099523789,1
-0.6767772229999283,0.37290351385353343,1
0.26670867358532696,-0.7620702161055221,1
-0.5120972875291472,0.8518994254179147,0
-0.4048491891181556,0.7311659470177073,1
0.909484461396745,0.0682722873033325,0
-0.9525470918680237,-0.6123532626744052,0
0.9293078388095292,0.5019613248430909,0
-0.7250242394408615,-0.03237836909635365,1
0.5883512044758696,-0.5189783719618283,1
-0.6197019342660022,0.47288832948262255,1
-0.3091595908361739,0.9646156331281792,0
0.07015387399649865,0.7553553631668929,1
0.633144042101565,-0.4874396578609181,1
-1.079788806667361,0.0339931664911015,0
-0.34714067844014074,-0.7741784803899205,1
0.7703877284909115,0.1927044269052513,1
0.9810382207431021,0.16989145883305043,0
-0.6968604004803423,0.5264158959931359,1
0.6802867256975162,-0.7411824168071125,0
0.26083671239038064,-0.8851620983335198,0
-0.6029746423172061,-0.5120755535071813,1
0.0401435695627127,0.9966332620949849,0
0.882911618542243,-0.5164679012907992,0
-0.6571198716381506,-0.7830072378107831,0
-0.7067910893706297,-0.3584336350156301,1
0.44528793905582464,0.8657433487065579,0
0.8353303800567011,-0.09396413021127344,1
1.0349884257691366,-0.009205109218380756,0
0.9419785985267697,-0.140124512361985,0
-0.8949269871721522,-0.41526704741485027,0
0.26255954397329473,0.8622927828225149,1
-0.5312786926300357,0.8613437067869351,0
-0.8128024056491234,0.6231601318652625,0
-0.08659094826393415,1.0147179586644348,0
-0.6910300373152805,0.3206949669289267,1
0.710516330434013,-0.3820212420382232,1
0.5449417075651766,0.8236368765703999,0
0.7863601395560544,0.7125576328470881,0
-0.517316927518413,-0.6744670629361453,1
0.9051282982594976,-0.3977236607921322,0
-0.3001886632665804,0.7445694782702326,1
-0.19589679718462813,1.046713127718713,0
0.634117156377384,-0.8452873638581361,0
1.0450627860163542,-0.11148019180557149,0
0.39893731950119576,-0.8204175152018425,0
0.9776814178703472,0.3069846632985814,0
0.7034470914592212,-0.4580322970729385,1
0.34420835772760566,-0.7596426544590943,1
-0.5973395218256591,-0.47335038668471385,1
-0.4439039826854924,-0.8456533105025625,0
0.8007966684052547,-0.2189858471232397,1
-0.353187670196718,-0.7495056849287267,1
-0.5001562629465259,0.7467734789367998,0
-0.9429543773600667,-0.4298071867982889,0
-0.9796961099076661,-0.13605840299839533,0
-0.02353019750534381,0.7891045862327051,1
0.2448732267110539,-1.0088174005853234,0
1.0091758056288644,-0.09061240698215876,0
-0.3087899752780359,-0.8885216608289097,0
0.9238995509072828,-0.2867728212376172,0
-0.12129956386729102,-0.7253559813371545,1
-0.616979170107022,0.7282142944948129,0
-0.4467129227722405,-0.8453150051359016,0
0.006267670461776266,0.8338778632712385,1
-0.7094446831292518,-0.3804519276988641,1
0.7138439108801103,0.4099632774524643,1
-0.04406063061606465,0.8672671850908775,1
-0.7342259787116673,0.16546264701825378,1
0.37780300016638535,0.7710003709815029,1
0.7299445005219324,-0.3929978168534427,1
0.9184206955346194,0.4042386222549523,0
0.8417177817872378,-0.09482724667773461,1
-0.41052913649639344,0.9527833733507528,0
-0.7841851155448099,-0.655626353575743,0
-0.10380576428082632,-0.7078138384073808,1
0.7993479835251442,-0.569805735782875,0
0.43711161268335874,0.6109211204004725,1
-0.18997792457590654,-0.9733775023573304,0
0.5937662509851582,-0.5162423005975119,1
-0.5261968324295055,0.8150281267818129,0
0.8329520535167699,0.08681869581199171,1
-0.9005691201168374,-0.5553129077379056,0
-0.5341793171719008,-0.5134716864927859,1
-0.9498673580006756,-0.2587113138889267,0
